Feature,Mean Difference,Gender
with,0.066614286,M
attempt,0.066533333,M
seem,0.066485714,M
correct,0.066355556,M
impossible,0.066342857,M
appendix,0.0662,M
seemingly,0.066,M
justifying,0.0657,M
includes,0.065575,M
rather,0.065261538,M
phrase,0.065155556,M
does,0.0651,M
views,0.06495,M
makes,0.0644,M
hence,0.064342857,M
persuaded,0.064133333,M
implication,0.063733333,M
fashion,0.061566667,M
assuming,0.0612,M
dicta,0.06115,M
literally,0.0611,M
orderly,0.0605,M
matters,0.060466667,M
holding,0.059716667,M
mistaken,0.0595,M
kind,0.059155556,M
possible,0.059,M
usage,0.0589,M
analysis,0.058872727,M
me,0.0588,M
assumes,0.0586,M
necessary,0.058066667,M
decided,0.057955556,M
difficulty,0.057628571,M
broader,0.057542857,M
implicit,0.0573,M
democratic,0.057166667,M
called,0.056755556,M
today’s,0.056742857,M
having,0.056688889,M
avoids,0.0565,M
prohibited,0.055925,M
will,0.055528571,M
one,0.055485714,M
adds,0.055,M
are,0.054728571,M
individual’s,0.0546,M
induce,0.0546,M
forbidden,0.05455,M
question,0.054338462,M
opinion,0.054046154,M
added,0.053433333,M
amendment’s,0.0532,M
many,0.05314,M
anyone,0.052933333,M
logical,0.0523,M
opposite,0.052,M
itself,0.0519,M
my,0.051854545,M
implicitly,0.0518,M
thinks,0.0518,M
answer,0.051755556,M
describe,0.051566667,M
infra,0.051542857,M
made,0.051123077,M
dealt,0.0511,M
subsections,0.0509,M
making,0.050622222,M
irrelevant,0.05035,M
included,0.050266667,M
treated,0.05015,M
opposed,0.049966667,M
justifies,0.0499,M
apparently,0.049725,M
debate,0.049714286,M
prohibitions,0.0496,M
exists,0.04955,M
wish,0.04944,M
solicitor,0.0494,M
imagine,0.0493,M
certainly,0.0492,M
has,0.049185714,M
explicit,0.04915,M
brother,0.049,M
committees,0.0487,M
passage,0.048657143,M
existence,0.048577778,M
elements,0.048025,M
consequence,0.048,M
own,0.047833333,M
respectfully,0.047525,M
f.supp,0.0473,M
probably,0.047166667,M
involving,0.047022222,M
causing,0.0468,M
recent,0.0468,M
o’connor,0.0467,M
go,0.046625,M
contain,0.046542857,M
worth,0.046533333,M
tend,0.0462,M
mention,0.045533333,M
premise,0.045142857,M
pure,0.0451,M
really,0.04504,M
then,0.044861538,M
whatever,0.044822222,M
preserve,0.044685714,M
know,0.044622222,M
naturally,0.044466667,M
include,0.044422222,M
century,0.0444,M
providing,0.043933333,M
t,0.043836364,M
subsection,0.0436,M
accept,0.0434,M
try,0.0434,M
if,0.043385714,M
sense,0.043155556,M
commission’s,0.0431,M
vote,0.042955556,M
presidential,0.0429,M
i,0.0427,M
regulate,0.042333333,M
army,0.042266667,M
unless,0.04214,M
hypothetical,0.042033333,M
agency’s,0.042,M
structural,0.042,M
entirely,0.041933333,M
them,0.041892308,M
examples,0.041833333,M
they,0.041728571,M
relations,0.041725,M
familiar,0.041566667,M
absurd,0.0415,M
worse,0.0415,M
attorney’s,0.04136,M
deal,0.041085714,M
elsewhere,0.040733333,M
gives,0.0404,M
confirms,0.0402,M
opinions,0.0401,M
about,0.04,M
unanimous,0.0397,M
history,0.039654545,M
almost,0.0396,M
kinds,0.0396,M
faithful,0.0394,M
explain,0.0393,M
election,0.039222222,M
things,0.039114286,M
above,0.038955556,M
turn,0.038955556,M
subjects,0.03884,M
normal,0.0388,M
refer,0.038714286,M
commands,0.0387,M
political,0.038581818,M
passed,0.03855,M
case,0.038385714,M
logic,0.0382,M
interpret,0.038171429,M
briefs,0.0377,M
engineers,0.0376,M
explicitly,0.0376,M
supported,0.037575,M
necessity,0.037514286,M
foster,0.0375,M
formed,0.0374,M
he,0.037357143,M
acceptable,0.0373,M
sets,0.0373,M
get,0.037133333,M
sections,0.037033333,M
understood,0.036825,M
implied,0.036542857,M
committee,0.036422222,M
conclusions,0.036233333,M
implausible,0.0362,M
act’s,0.036133333,M
reaching,0.036133333,M
ever,0.036125,M
statutory,0.036061538,M
england,0.036,M
fourteenth,0.035911111,M
employer’s,0.0358,M
foregoing,0.0358,M
madison,0.0358,M
following,0.035622222,M
fcc,0.035485714,M
importance,0.03535,M
empted,0.0353,M
arguments,0.035275,M
absolutely,0.0351,M
ratification,0.0351,M
serious,0.035066667,M
comm,0.035,M
ought,0.034933333,M
footnote,0.0347,M
refers,0.034485714,M
inference,0.034342857,M
claiming,0.0343,M
holmes,0.03424,M
jury’s,0.0342,M
deprived,0.034114286,M
far,0.034022222,M
supporting,0.033942857,M
lesser,0.033766667,M
legislative,0.03365,M
denver,0.0336,M
referred,0.033485714,M
were,0.033485714,M
ordinary,0.033422222,M
deem,0.0332,M
respondent,0.033138462,M
taken,0.032977778,M
plaintiff’s,0.0329,M
mr,0.032875,M
field,0.032857143,M
accordance,0.0326,M
board’s,0.0324,M
result,0.0324,M
unlikely,0.032366667,M
excluded,0.032342857,M
most,0.032233333,M
holdings,0.0322,M
anything,0.0321,M
surprising,0.0318,M
as,0.031685714,M
sullivan,0.03164,M
homes,0.0316,M
automatically,0.031566667,M
simple,0.031525,M
suppose,0.03145,M
provide,0.031283333,M
cal.rptr,0.0312,M
example,0.031109091,M
still,0.031088889,M
part,0.031061538,M
compete,0.031,M
disposition,0.031,M
stood,0.031,M
supposed,0.031,M
provides,0.030916667,M
dealing,0.030914286,M
intent,0.030836364,M
goods,0.0306,M
maintenance,0.0306,M
virtually,0.0306,M
supremacy,0.0305,M
traditions,0.0304,M
interpreting,0.030085714,M
do,0.030061538,M
appointments,0.0299,M
footnotes,0.0297,M
judge’s,0.0297,M
treats,0.0297,M
clear,0.029666667,M
interpretive,0.02944,M
intended,0.029309091,M
desirable,0.0292,M
significance,0.028925,M
govern,0.0289,M
justification,0.0288,M
lengthy,0.0288,M
treatise,0.0288,M
unpersuasive,0.0288,M
harm,0.028755556,M
instrument,0.0287,M
second,0.028661538,M
language,0.02865,M
novel,0.02864,M
enough,0.028622222,M
great,0.02855,M
need,0.02855,M
sound,0.028542857,M
likely,0.028533333,M
classic,0.0282,M
refuse,0.028066667,M
describes,0.028,M
safe,0.028,M
structure,0.028,M
differences,0.027885714,M
eliminate,0.027833333,M
branch,0.027742857,M
the,0.027685714,M
demonstrates,0.027542857,M
sometimes,0.0275,M
employee’s,0.0274,M
foreclose,0.0273,M
principles,0.027155556,M
differently,0.027133333,M
treating,0.027133333,M
facilities,0.027114286,M
word,0.027022222,M
phillips,0.027,M
surely,0.026822222,M
q,0.0268,M
except,0.026755556,M
involves,0.026725,M
can,0.026553846,M
sex,0.02655,M
bivens,0.02652,M
decides,0.0265,M
protects,0.0265,M
putting,0.0265,M
take,0.0265,M
merely,0.02642,M
respecting,0.0261,M
considerations,0.026,M
limits,0.025955556,M
perjury,0.0259,M
no,0.025857143,M
comparable,0.025833333,M
create,0.025822222,M
statute's,0.025742857,M
claimed,0.025725,M
prohibit,0.025675,M
wisdom,0.0256,M
otherwise,0.025581818,M
ratified,0.0255,M
enter,0.0254,M
historical,0.025375,M
indecent,0.0252,M
someone,0.025066667,M
patently,0.025,M
torts,0.025,M
undoubtedly,0.025,M
advised,0.02492,M
better,0.0249,M
somehow,0.0249,M
cir,0.0248,M
floor,0.0248,M
overrule,0.0248,M
candidate,0.02475,M
modern,0.02468,M
terms,0.024527273,M
adopted,0.024422222,M
convince,0.0244,M
object,0.02435,M
disclosed,0.0243,M
corruption,0.0242,M
obtaining,0.024142857,M
gap,0.0241,M
concern,0.023955556,M
cost,0.023955556,M
focuses,0.0238,M
throughout,0.0238,M
pre,0.023709091,M
purport,0.0237,M
danger,0.023685714,M
settled,0.02355,M
founding,0.0232,M
concede,0.0231,M
cranch,0.0231,M
invocation,0.023,M
motivation,0.023,M
contemplated,0.02284,M
power,0.022753846,M
policy,0.02275,M
nuclear,0.0226,M
probability,0.0226,M
trying,0.0226,M
another,0.022309091,M
always,0.022288889,M
emption,0.022175,M
hard,0.022166667,M
speak,0.022,M
cases,0.021971429,M
technology,0.02195,M
remarks,0.021933333,M
reaches,0.02184,M
brewer,0.0218,M
competitors,0.0217,M
willingness,0.0217,M
constitutional,0.021676923,M
insist,0.021666667,M
against,0.0216,M
votes,0.0216,M
thus,0.021553846,M
less,0.021333333,M
begin,0.021285714,M
delegation,0.02124,M
delegates,0.0212,M
dictionary,0.0212,M
motives,0.0212,M
foot,0.0211,M
import,0.02104,M
valuable,0.021,M
reference,0.020955556,M
ago,0.020942857,M
assumed,0.020828571,M
connecticut,0.020766667,M
denies,0.0207,M
commentaries,0.020666667,M
disposed,0.0206,M
words,0.020555556,M
stock,0.020533333,M
elimination,0.0205,M
expenditure,0.0205,M
put,0.0205,M
apply,0.020466667,M
mean,0.020466667,M
empt,0.0204,M
empts,0.0204,M
TRUE,0.020355556,M
appear,0.02035,M
mind,0.0201,M
organized,0.0201,M
problem,0.019911111,M
our,0.019871429,M
arises,0.0198,M
sherman,0.019733333,M
found,0.019661538,M
supervision,0.01964,M
falsely,0.0196,M
separate,0.019555556,M
proviso,0.0195,M
telecommunications,0.0195,M
broad,0.019422222,M
lawsuits,0.0194,M
detention,0.01935,M
wl,0.01935,M
treat,0.019342857,M
ballot,0.01932,M
doctrine,0.01932,M
treaties,0.0193,M
voice,0.0193,M
submission,0.01928,M
detroit,0.0192,M
send,0.0192,M
like,0.019181818,M
greater,0.019088889,M
introduction,0.019066667,M
important,0.01902,M
lawful,0.019,M
nat,0.019,M
affected,0.01895,M
shall,0.018938462,M
appearance,0.018933333,M
enacted,0.018866667,M
deciding,0.01875,M
natural,0.018711111,M
finds,0.0187,M
qualification,0.0187,M
too,0.018622222,M
value,0.01854,M
endorsed,0.0184,M
federalist,0.0184,M
stating,0.0184,M
volume,0.0184,M
representing,0.0183,M
commission,0.018290909,M
uncertainty,0.01828,M
exist,0.018225,M
kept,0.0182,M
same,0.0182,M
sensible,0.0182,M
spend,0.0182,M
u.s.c,0.018153846,M
ask,0.018142857,M
eliminating,0.018133333,M
brings,0.0181,M
while,0.018061538,M
related,0.01806,M
ones,0.01804,M
x,0.01804,M
drawing,0.018,M
superfluous,0.018,M
contribution,0.017914286,M
speed,0.017866667,M
irrespective,0.0178,M
statutes,0.017763636,M
communicate,0.017733333,M
indirectly,0.0177,M
party’s,0.0177,M
unfairness,0.0177,M
rely,0.01765,M
goes,0.0176,M
cover,0.017571429,M
entire,0.017555556,M
enforced,0.017533333,M
detail,0.01748,M
certain,0.017466667,M
assumptions,0.0174,M
desired,0.0173,M
right,0.017261538,M
books,0.01724,M
executive,0.017155556,M
confer,0.01712,M
marshall,0.0171,M
reflects,0.017,M
or,0.016985714,M
treatment,0.016955556,M
former,0.0169,M
prisoner,0.016866667,M
associational,0.0168,M
administered,0.0167,M
methodology,0.0166,M
indeed,0.016581818,M
execute,0.0165,M
happens,0.0164,M
sanctions,0.0164,M
resolving,0.01636,M
press,0.016342857,M
king,0.01632,M
agreeing,0.0162,M
easy,0.0162,M
punish,0.0162,M
respects,0.016166667,M
candidates,0.01615,M
debates,0.0161,M
inclusion,0.0161,M
expect,0.016,M
unjustified,0.016,M
authorize,0.01595,M
flag,0.01595,M
him,0.01595,M
referring,0.015933333,M
carter,0.0159,M
plenary,0.0159,M
bd,0.015742857,M
limit,0.015555556,M
passengers,0.015533333,M
rules,0.015516667,M
quo,0.0154,M
prevent,0.015355556,M
operation,0.01535,M
depart,0.0153,M
mere,0.0153,M
could,0.015276923,M
mistake,0.0152,M
railroads,0.0152,M
notion,0.015114286,M
characteristic,0.0151,M
contrary,0.01502,M
presumption,0.015,M
something,0.015,M
transfers,0.015,M
motive,0.014933333,M
zone,0.014866667,M
decisionmaking,0.0148,M
estelle,0.0148,M
objective,0.0148,M
threatened,0.014766667,M
refusal,0.014725,M
adoption,0.014657143,M
interpretations,0.01464,M
identifiable,0.0145,M
rel,0.014485714,M
responsibility,0.01445,M
concept,0.0144,M
promulgated,0.0144,M
united,0.014371429,M
obtain,0.014355556,M
regulating,0.014333333,M
reflect,0.014314286,M
car,0.014311111,M
created,0.014222222,M
afoul,0.0142,M
meyer,0.0142,M
antitrust,0.0141,M
qualifications,0.0141,M
unacceptable,0.014,M
law,0.013957143,M
world,0.013942857,M
foreclosed,0.0138,M
perfect,0.0138,M
ships,0.0137,M
appeared,0.01364,M
FALSE,0.013622222,M
comm’n,0.0136,M
package,0.0136,M
regulates,0.0136,M
speaks,0.0136,M
unaware,0.0136,M
corporations,0.013542857,M
literal,0.013466667,M
republican,0.01344,M
prohibition,0.0134,M
beginning,0.013366667,M
risk,0.013355556,M
judge,0.013338462,M
decide,0.01332,M
bringing,0.0133,M
market,0.013155556,M
possibly,0.01312,M
bodily,0.0131,M
experts,0.013066667,M
advise,0.013,M
containers,0.013,M
interpretation,0.012883333,M
charter,0.012866667,M
insure,0.0128,M
justified,0.01275,M
vessels,0.01275,M
agency,0.012616667,M
cars,0.0126,M
executing,0.0126,M
expanded,0.0126,M
narrow,0.01255,M
conducting,0.0125,M
congressional,0.012355556,M
discussing,0.012314286,M
positive,0.0123,M
contact,0.01225,M
closing,0.01224,M
relied,0.012222222,M
obligated,0.0122,M
subjective,0.0122,M
sure,0.0122,M
validity,0.01215,M
proceeds,0.012133333,M
tort,0.012111111,M
chooses,0.0121,M
importation,0.0121,M
fell,0.01205,M
form,0.012022222,M
extortion,0.012,M
war,0.011971429,M
lie,0.01185,M
black,0.011822222,M
traditional,0.011822222,M
destruction,0.0118,M
stolen,0.0118,M
waivers,0.0118,M
impose,0.011777778,M
payment,0.011755556,M
disputes,0.011742857,M
franchise,0.0117,M
illustrates,0.0117,M
library,0.0117,M
expressed,0.01165,M
across,0.01164,M
seeks,0.011622222,M
argument,0.011616667,M
rise,0.011514286,M
aware,0.011342857,M
demonstrating,0.011333333,M
pregnancy,0.011333333,M
encompass,0.0113,M
person,0.0112,M
prohibits,0.0112,M
duties,0.0111,M
few,0.0111,M
dissenters,0.0111,M
request,0.011022222,M
inherent,0.011,M
man,0.011,M
persuade,0.011,M
pregnant,0.011,M
wood,0.011,M
threat,0.0109,M
contexts,0.01088,M
accurate,0.0108,M
depending,0.0107,M
coast,0.0106,M
evil,0.0106,M
mistrial,0.0106,M
arbitrator,0.010533333,M
promise,0.01048,M
advantage,0.010433333,M
attacks,0.0104,M
industries,0.0104,M
moving,0.0104,M
clinic,0.0103,M
effort,0.0103,M
statewide,0.0103,M
favor,0.010222222,M
liberties,0.0102,M
approach,0.010155556,M
shared,0.01015,M
acquire,0.0101,M
proves,0.0101,M
frequently,0.00996,M
patients,0.00984,M
national,0.009781818,M
expenditures,0.009766667,M
heart,0.0097,M
page,0.0097,M
vast,0.0097,M
factual,0.009688889,M
aggrieved,0.009666667,M
punished,0.0096,M
clemency,0.0096,M
equipment,0.009566667,M
blackstone,0.009533333,M
restraining,0.0095,M
transfer,0.0095,M
president,0.009355556,M
primary,0.009355556,M
every,0.009218182,M
strictly,0.0092,M
points,0.0091,M
represents,0.0091,M
million,0.009085714,M
pacific,0.009,M
restricting,0.009,M
english,0.008971429,M
lines,0.008914286,M
actionable,0.0089,M
valuation,0.0089,M
extended,0.008885714,M
out,0.008861538,M
accomplished,0.0087,M
assist,0.0087,M
republic,0.0087,M
negative,0.008666667,M
accepts,0.0085,M
christian,0.0085,M
film,0.0085,M
operating,0.0085,M
likewise,0.008485714,M
party,0.008466667,M
cites,0.00844,M
practical,0.008425,M
using,0.00835,M
availability,0.008342857,M
framers,0.008333333,M
cited,0.008325,M
ad,0.0083,M
misrepresentation,0.008266667,M
described,0.0082,M
realistic,0.0082,M
violating,0.008133333,M
delays,0.0081,M
principle,0.0081,M
persuasive,0.008033333,M
administrator,0.007966667,M
additional,0.007955556,M
contributions,0.007885714,M
indication,0.007885714,M
appellee,0.00784,M
waiver,0.007822222,M
meaning,0.007709091,M
contention,0.0077,M
empirical,0.0077,M
normally,0.007628571,M
prisoners,0.007625,M
advantages,0.0076,M
substantive,0.0076,M
comprehensive,0.007533333,M
regulated,0.007533333,M
lawyer,0.007457143,M
payments,0.00745,M
creates,0.007428571,M
specific,0.0074,M
suggest,0.007355556,M
similar,0.0073,M
agreement,0.00722,M
material,0.0072,M
last,0.00715,M
recognize,0.00715,M
convinced,0.0071,M
invalidate,0.0071,M
people,0.007066667,M
elementary,0.007,M
frustrate,0.007,M
gerrymandering,0.007,M
keep,0.006933333,M
jackson,0.006885714,M
guess,0.0068,M
practicable,0.0068,M
variety,0.006766667,M
nonetheless,0.00675,M
remainder,0.006733333,M
priority,0.0067,M
burger,0.0067,M
third,0.00662,M
concedes,0.0066,M
nebraska,0.00656,M
internet,0.00644,M
sales,0.0063,M
retirement,0.006142857,M
eng,0.0061,M
action,0.006030769,M
intend,0.005933333,M
matter,0.005933333,M
beside,0.0058,M
bias,0.0058,M
expansive,0.0058,M
relies,0.0058,M
senator,0.00576,M
applies,0.005733333,M
brown,0.005725,M
undermine,0.0056,M
unquestionably,0.0056,M
fear,0.005542857,M
before,0.005538462,M
northern,0.005533333,M
refusing,0.005533333,M
opened,0.0055,M
merit,0.005466667,M
authoritative,0.0054,M
litigating,0.0054,M
violence,0.005342857,M
analogy,0.0053,M
game,0.0053,M
ancillary,0.0052,M
assets,0.0052,M
delayed,0.0052,M
houses,0.0052,M
unitary,0.0052,M
useful,0.005166667,M
produces,0.005133333,M
messages,0.0051,M
attack,0.005085714,M
gross,0.005066667,M
enactment,0.00505,M
differing,0.005,M
marital,0.005,M
administration,0.004955556,M
materiality,0.00495,M
enacting,0.004933333,M
freight,0.0049,M
malice,0.00485,M
executed,0.00484,M
design,0.0048,M
etc,0.0048,M
presently,0.0048,M
represent,0.0048,M
foundation,0.004733333,M
meaningful,0.0047,M
personally,0.0047,M
iii,0.004690909,M
four,0.004688889,M
produced,0.004657143,M
figures,0.0046,M
buy,0.0045,M
refrain,0.0045,M
respective,0.0045,M
wanted,0.00444,M
interpreted,0.004425,M
impact,0.004422222,M
empowered,0.0044,M
judicata,0.0044,M
o,0.0044,M
perception,0.0044,M
pointing,0.0044,M
transaction,0.004342857,M
leading,0.00424,M
concludes,0.0042,M
richardson,0.0042,M
statement,0.00415,M
n.e,0.004142857,M
placing,0.0041,M
abandonment,0.004,M
ordering,0.004,M
prosecute,0.004,M
spoke,0.004,M
chapman,0.003933333,M
commerce,0.003909091,M
admittedly,0.0039,M
who,0.003833333,M
facility,0.003828571,M
authorities,0.003742857,M
supports,0.003742857,M
objectives,0.003714286,M
details,0.0037,M
emptive,0.0037,M
consult,0.0036,M
derives,0.0036,M
induced,0.0036,M
pornography,0.0036,M
support,0.0036,M
communications,0.003485714,M
dissent,0.003472727,M
writing,0.003433333,M
express,0.003422222,M
expand,0.0034,M
gone,0.0034,M
medium,0.0034,M
able,0.00335,M
good,0.003288889,M
comes,0.003266667,M
considers,0.003266667,M
institution,0.003266667,M
necessarily,0.003222222,M
coming,0.0032,M
financing,0.0032,M
agreed,0.003177778,M
receive,0.003111111,M
should,0.003111111,M
view,0.00308,M
effective,0.003022222,M
bishop,0.003,M
cox,0.003,M
isolation,0.003,M
respondents,0.00294,M
affirming,0.0029,M
emergency,0.0029,M
harmless,0.002885714,M
justice,0.002885714,M
american,0.00284,M
position,0.00282,M
hours,0.0028,M
common,0.00276,M
his,0.00276,M
eliminated,0.0027,M
islands,0.0027,M
branches,0.00268,M
kansas,0.00265,M
witness,0.002622222,M
ignore,0.00256,M
widespread,0.0025,M
present,0.00245,M
purpose,0.00245,M
belief,0.002428571,M
because,0.0024,M
wiggins,0.0024,M
campaign,0.002342857,M
types,0.002342857,M
seriously,0.002333333,M
expenses,0.002325,M
involve,0.002325,M
container,0.0023,M
doe,0.0023,M
exactly,0.0023,M
interested,0.0023,M
marketing,0.0023,M
restrictions,0.0023,M
studies,0.0023,M
mandated,0.002233333,M
led,0.0022,M
portions,0.0022,M
chief,0.00215,M
cl,0.002133333,M
now,0.002111111,M
red,0.0021,M
labor,0.002044444,M
response,0.002022222,M
continue,0.002,M
turner,0.00196,M
revenue,0.00195,M
districting,0.0019,M
louisiana,0.0019,M
widely,0.001866667,M
battery,0.0018,M
monroe,0.0018,M
old,0.00175,M
already,0.001711111,M
furman,0.0017,M
convenience,0.001666667,M
later,0.001666667,M
tribes,0.001657143,M
acquired,0.0016,M
detainees,0.0016,M
suicide,0.0016,M
depend,0.001566667,M
helps,0.0014,M
reynolds,0.0014,M
believed,0.00135,M
half,0.001333333,M
surrounding,0.00132,M
officer,0.0013,M
club,0.0013,M
art,0.001285714,M
bank,0.001257143,M
detained,0.0012,M
allow,0.0012,M
international,0.0012,M
creating,0.001133333,M
detailed,0.001133333,M
legislatures,0.001133333,M
safety,0.001133333,M
involved,0.0011,M
particularly,0.0011,M
units,0.0011,M
without,0.0011,M
choosing,0.0011,M
investors,0.0011,M
observations,0.0011,M
restrain,0.0011,M
segregation,0.00105,M
issued,0.00104,M
justify,0.00104,M
sitting,0.001,M
end,9.33E-04,M
parte,9.33E-04,M
successful,9.33E-04,M
forward,9.20E-04,M
acts,9.00E-04,M
outside,9.00E-04,M
staff,9.00E-04,M
gardner,8.67E-04,M
significantly,8.50E-04,M
authorized,8.00E-04,M
credit,8.00E-04,M
litigation,8.00E-04,M
manufacturing,8.00E-04,M
questions,8.00E-04,M
freedom,8.00E-04,M
institute,8.00E-04,M
domestic,7.67E-04,M
requires,7.00E-04,M
actually,6.00E-04,M
identical,6.00E-04,M
individuals,6.00E-04,M
sufficient,6.00E-04,M
voting,6.00E-04,M
buckley,5.60E-04,M
side,5.50E-04,M
believes,4.80E-04,M
deprive,4.67E-04,M
critical,4.00E-04,M
pro,4.00E-04,M
assault,4.00E-04,M
binding,4.00E-04,M
hour,4.00E-04,M
litigate,4.00E-04,M
laws,3.00E-04,M
taxable,3.00E-04,M
concerned,2.00E-04,M
contacts,2.00E-04,M
distribution,2.00E-04,M
eight,2.00E-04,M
giving,2.00E-04,M
irs,2.00E-04,M
partisan,2.00E-04,M
protection,2.00E-04,M
reflecting,2.00E-04,M
subdivision,2.00E-04,M
system,2.00E-04,M
affirmatively,1.00E-04,M
imprisoned,1.00E-04,M
ordinances,1.00E-04,M
sic,1.00E-04,M
speculation,1.00E-04,M
