Feature,Mean Difference,Gender
presidential,0.0454,M
logical,0.0453,M
consequence,0.045285714,M
foregoing,0.0451,M
desirable,0.0448,M
army,0.0446,M
contain,0.044485714,M
sets,0.044266667,M
unless,0.04416,M
regulate,0.0441,M
preserve,0.044028571,M
committees,0.0437,M
second,0.043692308,M
enacted,0.043688889,M
subsection,0.043222222,M
ratification,0.04315,M
premise,0.042942857,M
elements,0.042925,M
examples,0.042733333,M
same,0.042676923,M
structural,0.0422,M
can,0.042015385,M
passage,0.041885714,M
considerations,0.041825,M
absurd,0.0417,M
imagine,0.0415,M
familiar,0.041333333,M
refuse,0.041166667,M
i,0.041128571,M
he,0.041071429,M
significance,0.040975,M
election,0.040955556,M
called,0.040822222,M
respectfully,0.04075,M
explicitly,0.040625,M
important,0.04056,M
provides,0.0405,M
political,0.040345455,M
implied,0.040285714,M
them,0.040215385,M
causing,0.0402,M
mr,0.04015,M
brother,0.04,M
about,0.0398,M
justification,0.039625,M
confer,0.0396,M
contrary,0.03956,M
footnote,0.039525,M
absolutely,0.0395,M
respecting,0.0395,M
treatment,0.039422222,M
virtually,0.03935,M
certainly,0.0393,M
commands,0.0391,M
accept,0.039025,M
naturally,0.039,M
mention,0.038933333,M
england,0.0388,M
justifies,0.0387,M
elsewhere,0.038633333,M
entirely,0.038622222,M
taken,0.038555556,M
better,0.03845,M
legislative,0.038381818,M
terms,0.038327273,M
unanimous,0.0383,M
supported,0.038225,M
sections,0.038133333,M
serious,0.037955556,M
case,0.037871429,M
like,0.037781818,M
hypothetical,0.037733333,M
worse,0.0375,M
logic,0.03744,M
engineers,0.0374,M
treat,0.037285714,M
treatise,0.0372,M
sense,0.037155556,M
protects,0.037133333,M
sullivan,0.037,M
otherwise,0.036981818,M
irrespective,0.0368,M
purport,0.03675,M
try,0.03672,M
man,0.036485714,M
refer,0.036342857,M
wl,0.0363,M
brewer,0.036,M
take,0.03594,M
acceptable,0.0359,M
greater,0.035755556,M
separate,0.035622222,M
ratified,0.0355,M
natural,0.035488889,M
comm,0.0354,M
field,0.035285714,M
fcc,0.035142857,M
subjects,0.03504,M
merely,0.03496,M
thus,0.034861538,M
shall,0.034738462,M
refers,0.034714286,M
ordinary,0.034711111,M
or,0.034671429,M
surprising,0.0346,M
no,0.034471429,M
claiming,0.0344,M
interpret,0.034342857,M
suppose,0.0343,M
supporting,0.034285714,M
our,0.034271429,M
speaks,0.0342,M
person,0.034076923,M
lesser,0.033766667,M
described,0.033755556,M
comparable,0.033733333,M
tend,0.033666667,M
madison,0.03364,M
kinds,0.0336,M
decides,0.0335,M
language,0.033416667,M
endorsed,0.0334,M
clear,0.033316667,M
cost,0.033311111,M
opinions,0.0333,M
making,0.033177778,M
cases,0.033028571,M
arguments,0.033025,M
inference,0.032942857,M
traditional,0.032911111,M
faithful,0.0328,M
know,0.032777778,M
formed,0.0326,M
policy,0.03255,M
accordance,0.032485714,M
goods,0.032342857,M
part,0.032307692,M
power,0.032292308,M
intended,0.032181818,M
lengthy,0.032066667,M
seeks,0.031955556,M
lie,0.0319,M
committee,0.031777778,M
create,0.031755556,M
include,0.031622222,M
safe,0.0316,M
supposed,0.0316,M
created,0.031555556,M
relations,0.03155,M
recent,0.0315,M
differences,0.031142857,M
describes,0.031,M
traditions,0.031,M
fourteenth,0.030955556,M
holdings,0.03068,M
treating,0.030666667,M
structure,0.03055,M
really,0.03052,M
ought,0.030466667,M
freedom,0.03035,M
historical,0.03015,M
reference,0.030111111,M
punished,0.0301,M
assumed,0.030028571,M
implausible,0.03,M
goes,0.029942857,M
foreclose,0.0299,M
anything,0.02985,M
overrule,0.0296,M
execute,0.0295,M
modern,0.0294,M
above,0.029355556,M
referred,0.029342857,M
obtaining,0.029314286,M
go,0.0293,M
vote,0.029222222,M
less,0.029127273,M
appointments,0.0291,M
following,0.029022222,M
happens,0.029,M
mere,0.028975,M
patients,0.0288,M
reflects,0.028742857,M
except,0.028622222,M
associational,0.0286,M
treats,0.0285,M
broad,0.028355556,M
necessity,0.028228571,M
interpretive,0.0282,M
wish,0.0282,M
threat,0.027925,M
gap,0.0279,M
perjury,0.0279,M
intent,0.027781818,M
they,0.0277,M
adopted,0.027622222,M
trying,0.0276,M
sometimes,0.02755,M
ago,0.027542857,M
cal.rptr,0.0274,M
encompass,0.0273,M
speak,0.027285714,M
variety,0.027266667,M
respects,0.027166667,M
provide,0.02715,M
classic,0.0268,M
commentaries,0.0268,M
unpersuasive,0.0266,M
disclosed,0.02655,M
u.s.c,0.0264,M
sound,0.026342857,M
authorize,0.0263,M
denver,0.0263,M
lawsuits,0.0263,M
introduction,0.0262,M
submission,0.0262,M
lawful,0.026142857,M
holmes,0.026,M
present,0.02595,M
throughout,0.025828571,M
patently,0.0255,M
word,0.025422222,M
empts,0.0254,M
indecent,0.0254,M
do,0.025292308,M
excluding,0.02524,M
statutes,0.025127273,M
foot,0.0251,M
understood,0.0251,M
notion,0.025028571,M
advantages,0.025,M
convince,0.025,M
deem,0.025,M
novel,0.025,M
recognize,0.02495,M
alexander,0.0248,M
still,0.024555556,M
sex,0.0245,M
executive,0.024422222,M
compete,0.0244,M
corruption,0.0244,M
q,0.0244,M
interpretation,0.024381818,M
favor,0.024355556,M
begin,0.024228571,M
liberties,0.0242,M
zone,0.024066667,M
punish,0.02404,M
nat,0.024,M
denies,0.0239,M
deprived,0.023866667,M
stock,0.023866667,M
found,0.023861538,M
persuasive,0.023766667,M
TRUE,0.023711111,M
persons,0.02368,M
invocation,0.023666667,M
debates,0.0236,M
frequently,0.0236,M
concept,0.023342857,M
contemplated,0.02324,M
superfluous,0.0232,M
while,0.023116667,M
voice,0.0231,M
decisionmaking,0.02308,M
dictionary,0.023028571,M
related,0.02296,M
actionable,0.0229,M
organized,0.0229,M
position,0.02282,M
provisions,0.022816667,M
founding,0.0228,M
danger,0.022771429,M
literal,0.0226,M
disposition,0.0225,M
elimination,0.0225,M
agreement,0.02248,M
prevent,0.022422222,M
frustrate,0.0224,M
ones,0.02224,M
concern,0.022222222,M
accomplished,0.0221,M
technology,0.0221,M
repealed,0.022,M
eliminate,0.021933333,M
empted,0.021933333,M
federalist,0.0219,M
illustrates,0.0219,M
putting,0.0219,M
vast,0.0219,M
briefs,0.0218,M
expansive,0.0218,M
moving,0.0218,M
problem,0.0218,M
beginning,0.021766667,M
obtain,0.021755556,M
motive,0.021733333,M
concede,0.0217,M
limits,0.021622222,M
depending,0.0216,M
expanded,0.0216,M
good,0.021355556,M
common,0.02135,M
detention,0.0213,M
example,0.021218182,M
value,0.021155556,M
bivens,0.02112,M
explain,0.021,M
prosecute,0.021,M
enough,0.020955556,M
creating,0.020933333,M
torts,0.0208,M
great,0.02065,M
someone,0.020566667,M
agency,0.02055,M
votes,0.02052,M
appearance,0.020466667,M
assisted,0.0204,M
cir,0.0204,M
proviso,0.0204,M
enforced,0.020333333,M
cited,0.0203,M
exact,0.0203,M
footnotes,0.0203,M
quo,0.0202,M
stood,0.0202,M
suicide,0.0202,M
aggrieved,0.020066667,M
supervision,0.02,M
exist,0.01995,M
narrow,0.01995,M
law,0.019871429,M
prohibition,0.019688889,M
insist,0.019666667,M
effort,0.019625,M
falsely,0.0196,M
motives,0.0196,M
objectives,0.019542857,M
placing,0.0195,M
branch,0.019485714,M
get,0.019366667,M
carter,0.0193,M
protection,0.019216667,M
obligated,0.0192,M
motivation,0.019066667,M
detroit,0.019,M
executing,0.019,M
successful,0.018966667,M
sure,0.01895,M
corporations,0.018942857,M
him,0.018933333,M
webster’s,0.0188,M
advantage,0.018766667,M
proceeds,0.018733333,M
pacific,0.01872,M
punishments,0.0187,M
restrictions,0.0187,M
substantive,0.018688889,M
unlikely,0.018566667,M
framers,0.018533333,M
justified,0.018525,M
import,0.01848,M
creates,0.018428571,M
clemency,0.0184,M
unaware,0.0184,M
foreclosed,0.018266667,M
bargaining,0.018225,M
attacks,0.0182,M
telecommunications,0.0182,M
concedes,0.018133333,M
referring,0.018066667,M
detail,0.018,M
hundred,0.018,M
kept,0.018,M
detailed,0.017933333,M
confers,0.0179,M
expenditure,0.0179,M
identifiable,0.0179,M
four,0.017822222,M
louisiana,0.01775,M
administered,0.0177,M
uncertainty,0.01764,M
blackstone,0.0176,M
pointing,0.0176,M
harm,0.017555556,M
candidate,0.01755,M
expect,0.01752,M
conclusions,0.0175,M
preceding,0.0175,M
refusing,0.017466667,M
bodily,0.0173,M
far,0.017222222,M
significant,0.017222222,M
walker,0.0172,M
limit,0.017155556,M
brings,0.0171,M
deprive,0.017066667,M
methodology,0.017,M
iii,0.016981818,M
extended,0.016885714,M
express,0.016822222,M
contribution,0.016714286,M
lies,0.01668,M
arises,0.016666667,M
delegation,0.0166,M
enunciated,0.0166,M
speed,0.0166,M
refusal,0.01655,M
equipment,0.016533333,M
constituted,0.016366667,M
x,0.01624,M
protect,0.016222222,M
similar,0.01622,M
clinic,0.0162,M
stating,0.0162,M
floor,0.01612,M
king,0.016,M
threatened,0.015933333,M
dissent,0.015909091,M
transfer,0.0159,M
focuses,0.0158,M
comprehensive,0.015766667,M
prohibit,0.01575,M
executed,0.01572,M
constitutional,0.015676923,M
undoubtedly,0.01564,M
ballot,0.0156,M
ships,0.0156,M
practical,0.01555,M
english,0.015428571,M
every,0.01542,M
affected,0.0153,M
patient,0.0153,M
adoption,0.015285714,M
relied,0.015222222,M
flag,0.0152,M
guess,0.0152,M
possibly,0.0152,M
unacceptable,0.0152,M
president,0.015155556,M
could,0.015138462,M
competitors,0.0151,M
qualification,0.0151,M
restraining,0.0151,M
volume,0.015,M
without,0.014984615,M
reaching,0.014966667,M
delegates,0.0148,M
package,0.0148,M
persuade,0.0148,M
promulgated,0.0148,M
cover,0.014742857,M
destruction,0.0147,M
dispose,0.0147,M
entire,0.014666667,M
later,0.01462,M
bias,0.0146,M
vessels,0.01455,M
payment,0.014511111,M
expressed,0.0145,M
qualifications,0.0145,M
instrument,0.0145,M
principles,0.014488889,M
produced,0.014485714,M
subjective,0.0144,M
prosecutor’s,0.014366667,M
duties,0.01435,M
words,0.014311111,M
demonstrates,0.014285714,M
end,0.014266667,M
turn,0.014222222,M
questioned,0.0141,M
communicate,0.014066667,M
world,0.014028571,M
shared,0.01395,M
support,0.01395,M
automatically,0.013933333,M
old,0.0139,M
prisoner,0.013822222,M
charter,0.0138,M
everyone,0.0138,M
evil,0.0138,M
objective,0.01375,M
put,0.013625,M
across,0.0136,M
specific,0.0136,M
waivers,0.0136,M
commission,0.013581818,M
operating,0.013566667,M
rel,0.013533333,M
delays,0.0135,M
proves,0.0135,M
society,0.0135,M
expand,0.013466667,M
republican,0.0134,M
too,0.013377778,M
negative,0.013366667,M
deleted,0.01332,M
pro,0.013266667,M
black,0.013222222,M
calling,0.0132,M
emergency,0.0132,M
believes,0.013166667,M
FALSE,0.013155556,M
mandated,0.013133333,M
controversies,0.0131,M
extortion,0.0131,M
payments,0.0131,M
indirectly,0.013,M
phillips,0.013,M
half,0.012966667,M
union,0.012955556,M
points,0.0129,M
parte,0.012733333,M
men,0.012714286,M
settled,0.0127,M
always,0.012555556,M
useful,0.012533333,M
easy,0.01252,M
effective,0.012422222,M
accurate,0.0124,M
labor,0.012377778,M
deny,0.01235,M
fail,0.012342857,M
william,0.0123,M
interpretations,0.0122,M
expenditures,0.012166667,M
foundation,0.012133333,M
cranch,0.0121,M
jackson,0.012085714,M
regulates,0.012066667,M
empt,0.012,M
etc,0.012,M
mistake,0.012,M
portions,0.012,M
transfers,0.012,M
united,0.011928571,M
justify,0.011911111,M
demonstrating,0.011866667,M
pre,0.011854545,M
coast,0.0118,M
game,0.0117,M
prohibits,0.01165,M
elementary,0.0115,M
protected,0.011488889,M
consult,0.0114,M
gardner,0.0114,M
candidates,0.01135,M
equally,0.0113,M
rationale,0.011285714,M
identifying,0.01128,M
exclude,0.011228571,M
enter,0.011142857,M
apart,0.011133333,M
promise,0.01112,M
out,0.011092308,M
presumption,0.011088889,M
assets,0.011085714,M
expenses,0.011085714,M
empowered,0.011,M
malice,0.011,M
regulating,0.010966667,M
against,0.010907692,M
admittedly,0.0108,M
arbitrator,0.0108,M
assumptions,0.0108,M
before,0.0108,M
pregnancy,0.010766667,M
connecticut,0.010733333,M
merit,0.010733333,M
statement,0.010683333,M
factual,0.010622222,M
learned,0.0106,M
spend,0.0106,M
wisdom,0.0106,M
press,0.010542857,M
drawing,0.01052,M
policies,0.0105,M
industries,0.01044,M
unlawful,0.010377778,M
discussing,0.010342857,M
regulated,0.010333333,M
sensible,0.010266667,M
suggest,0.010222222,M
meaning,0.010181818,M
involved,0.010155556,M
finds,0.01015,M
likewise,0.010142857,M
rise,0.010085714,M
accepts,0.01,M
passengers,0.01,M
broadly,0.009966667,M
rational,0.0099,M
n.e,0.009885714,M
undermine,0.00984,M
party,0.009833333,M
considers,0.0098,M
definition,0.009755556,M
leading,0.00964,M
republic,0.0096,M
disputes,0.0096,M
guaranteed,0.0096,M
probability,0.0096,M
art,0.009555556,M
heart,0.0095,M
hours,0.009485714,M
choosing,0.009466667,M
delayed,0.0094,M
issuance,0.0094,M
valuation,0.0094,M
positive,0.0093,M
using,0.0093,M
fear,0.009285714,M
books,0.0092,M
violating,0.009166667,M
desired,0.0091,M
million,0.009028571,M
national,0.008927273,M
mcdonnell,0.0089,M
near,0.00884,M
eliminating,0.0088,M
litigate,0.0088,M
likely,0.008777778,M
directed,0.00875,M
particularly,0.00875,M
former,0.008725,M
times,0.008725,M
ignores,0.00872,M
jurisprudence,0.0087,M
individuals,0.008577778,M
simple,0.0085,M
stolen,0.0085,M
outcome,0.008485714,M
supremacy,0.0084,M
necessarily,0.008377778,M
resolving,0.00832,M
market,0.008311111,M
treaties,0.0083,M
bishop,0.0082,M
experts,0.0082,M
cannot,0.008169231,M
congressional,0.008155556,M
alia,0.00812,M
primary,0.008111111,M
certificate,0.0081,M
teaching,0.0081,M
protecting,0.008028571,M
laws,0.00795,M
advised,0.00784,M
contexts,0.00784,M
apply,0.007816667,M
depend,0.007766667,M
chief,0.00775,M
o,0.0077,M
physicians,0.0077,M
presently,0.0077,M
truly,0.0076,M
importation,0.0075,M
wanted,0.00744,M
ancillary,0.0074,M
assure,0.0074,M
institution,0.0074,M
priority,0.0074,M
shares,0.0074,M
northern,0.007366667,M
act,0.007328571,M
defined,0.007288889,M
characteristic,0.0072,M
marshall,0.007133333,M
library,0.0071,M
identical,0.007085714,M
hard,0.007066667,M
regardless,0.007025,M
owner’s,0.007,M
reorganization,0.007,M
govern,0.006933333,M
bd,0.006885714,M
eng,0.0068,M
sitting,0.0068,M
unitary,0.0068,M
violence,0.0068,M
american,0.00678,M
impact,0.006755556,M
takes,0.006742857,M
war,0.006742857,M
lost,0.006685714,M
keep,0.006666667,M
enactment,0.0065,M
something,0.006428571,M
estelle,0.0064,M
reputation,0.0064,M
punishment,0.006355556,M
closing,0.00632,M
assist,0.0063,M
degree,0.006288889,M
paying,0.00624,M
acts,0.006222222,M
commerce,0.006218182,M
contentions,0.0062,M
medium,0.0062,M
changed,0.006142857,M
supports,0.006142857,M
dissenters,0.0061,M
availability,0.006085714,M
remaining,0.006028571,M
petitioner’s,0.005963636,M
additional,0.005955556,M
incriminating,0.0059,M
also,0.005828571,M
gerrymandering,0.0058,M
restricting,0.0058,M
legitimate,0.005711111,M
affirming,0.0057,M
messages,0.0057,M
beside,0.0056,M
collectively,0.0056,M
contributions,0.0056,M
differing,0.0056,M
effectiveness,0.0056,M
marital,0.0056,M
mandatory,0.00555,M
purpose,0.005507692,M
exempted,0.0055,M
regulatory,0.005422222,M
aug,0.0054,M
representing,0.0054,M
tort,0.005355556,M
distinctions,0.0053,M
emption,0.005225,M
allow,0.005222222,M
depart,0.0052,M
realistic,0.0052,M
units,0.0052,M
handicapped,0.005,M
communications,0.004942857,M
construing,0.004933333,M
prevents,0.00492,M
avoided,0.0049,M
reinstatement,0.0049,M
agencies,0.00485,M
risk,0.004755556,M
ask,0.004742857,M
plenary,0.0047,M
reflect,0.004685714,M
issued,0.004666667,M
bail,0.0046,M
spoke,0.0046,M
normally,0.004542857,M
epa’s,0.0045,M
nn,0.0045,M
indians,0.0045,M
patents,0.0045,M
strongly,0.0045,M
deciding,0.004425,M
homes,0.0044,M
prohibiting,0.0044,M
citizens,0.004355556,M
demand,0.004342857,M
outside,0.004311111,M
object,0.0043,M
because,0.004271429,M
preventing,0.004266667,M
helpful,0.0042,M
hear,0.004133333,M
details,0.0041,M
action,0.004061538,M
apartment,0.004,M
detained,0.0039,M
ing,0.003885714,M
street,0.00388,M
leaves,0.003866667,M
his,0.003842857,M
term,0.003833333,M
amendment,0.0038,M
characterize,0.0038,M
figures,0.0038,M
harlan,0.0038,M
who,0.0038,M
first,0.003766667,M
credit,0.003755556,M
mean,0.003755556,M
favorable,0.003733333,M
guarantees,0.003733333,M
legislatures,0.003733333,M
felt,0.0037,M
system,0.003683333,M
branches,0.00364,M
bringing,0.0036,M
exceeding,0.0036,M
isolation,0.0036,M
only,0.00356,M
used,0.00355,M
define,0.003542857,M
given,0.003533333,M
boston,0.0035,M
assistance,0.003488889,M
retirement,0.003485714,M
issue,0.003476923,M
judicata,0.003466667,M
and,0.00345,M
nuclear,0.0034,M
valuable,0.0034,M
indeed,0.003381818,M
seriously,0.003333333,M
results,0.0033,M
apprendi,0.0032,M
bounds,0.0032,M
litigating,0.0032,M
competent,0.003166667,M
epa,0.003142857,M
furman,0.0031,M
restrain,0.0031,M
unjustified,0.0031,M
expression,0.0031,M
interpreted,0.0031,M
dependent,0.00308,M
misrepresentation,0.003066667,M
a,0.003,M
claimed,0.00295,M
few,0.00295,M
types,0.002942857,M
douglas,0.002933333,M
should,0.002933333,M
antitrust,0.0029,M
attorney’s,0.0029,M
stage,0.002885714,M
meant,0.002825,M
meyer,0.0028,M
response,0.002755556,M
wall,0.002733333,M
apparent,0.0027,M
destroy,0.0027,M
islands,0.0027,M
martial,0.0027,M
international,0.002688889,M
indication,0.002685714,M
transaction,0.002685714,M
milk,0.002666667,M
led,0.002628571,M
abandonment,0.0026,M
section,0.00255,M
studies,0.00255,M
sell,0.002533333,M
himself,0.0025,M
argument,0.00246,M
enjoy,0.00244,M
producers,0.0024,M
last,0.00235,M
members,0.00235,M
taxable,0.00235,M
believed,0.002325,M
anti,0.0023,M
denying,0.002285714,M
funded,0.002266667,M
attached,0.00224,M
sufficient,0.00222,M
view,0.00215,M
whom,0.00215,M
limited,0.002142857,M
forbids,0.00212,M
adding,0.002066667,M
night,0.002066667,M
committing,0.002,M
completion,0.002,M
marketing,0.002,M
widespread,0.002,M
segregation,0.0019,M
staff,0.0019,M
avoid,0.001888889,M
restraint,0.001885714,M
tribes,0.001828571,M
an,0.0018,M
convenience,0.0018,M
divorce,0.0018,M
searching,0.0018,M
stand,0.00175,M
list,0.001733333,M
southern,0.001733333,M
emptive,0.0017,M
invalidate,0.0017,M
associated,0.001685714,M
authorized,0.001666667,M
doctrine,0.00165,M
cars,0.0016,M
grievance,0.0016,M
radio,0.0016,M
wood,0.0016,M
prima,0.001566667,M
officer,0.00152,M
enforcement,0.0015,M
probable,0.001422222,M
recess,0.0014,M
advocacy,0.0013,M
mind,0.0013,M
provision,0.0013,M
rely,0.0013,M
statewide,0.0013,M
willingness,0.0013,M
safety,0.001257143,M
argues,0.001233333,M
unit,0.001233333,M
implementation,0.0012,M
now,0.0012,M
applies,0.0012,M
approach,0.0012,M
desegregation,0.0012,M
unfairness,0.0012,M
inter,0.001166667,M
already,0.00116,M
real,0.001155556,M
relies,0.00115,M
domestic,0.001142857,M
form,0.001142857,M
legal,0.001133333,M
materiality,0.0011,M
red,0.0011,M
request,0.001066667,M
showing,0.00105,M
scott,0.00104,M
implies,0.001,M
involve,0.001,M
produces,0.001,M
voter,0.001,M
writing,9.33E-04,M
access,9.00E-04,M
club,9.00E-04,M
decide,9.00E-04,M
consequently,8.86E-04,M
description,8.86E-04,M
rejection,8.67E-04,M
inapplicable,8.40E-04,M
nevada,8.40E-04,M
change,8.00E-04,M
legality,8.00E-04,M
litigation,8.00E-04,M
pregnant,8.00E-04,M
significantly,8.00E-04,M
third,8.00E-04,M
answers,8.00E-04,M
sanctions,7.67E-04,M
buckley,7.33E-04,M
primarily,7.33E-04,M
respondents,7.33E-04,M
design,7.20E-04,M
argue,7.00E-04,M
institute,7.00E-04,M
breach,6.80E-04,M
nlrb,6.50E-04,M
imposes,6.00E-04,M
air,6.00E-04,M
brown,6.00E-04,M
hunt,6.00E-04,M
indispensable,6.00E-04,M
neutral,6.00E-04,M
appointed,5.50E-04,M
secured,5.33E-04,M
ad,5.00E-04,M
foster,5.00E-04,M
waiver,5.00E-04,M
administrator,4.67E-04,M
reaches,4.50E-04,M
association,4.00E-04,M
concludes,4.00E-04,M
disposed,4.00E-04,M
revenue,4.00E-04,M
attempting,4.00E-04,M
dealt,4.00E-04,M
increased,4.00E-04,M
integrity,4.00E-04,M
n.y,4.00E-04,M
nebraska,4.00E-04,M
regents,4.00E-04,M
concurrence,3.50E-04,M
guard,3.33E-04,M
intend,3.00E-04,M
maintenance,3.00E-04,M
speculation,2.67E-04,M
appear,2.00E-04,M
applicable,2.00E-04,M
collective,2.00E-04,M
extensive,2.00E-04,M
hobbs,2.00E-04,M
investors,2.00E-04,M
juries,2.00E-04,M
save,2.00E-04,M
savings,2.00E-04,M
albeit,1.00E-04,M
